역코드,역명,승강기명,운행구간,설치위치,운행상태,승강기 구분
150,서울역(1),승강기)에스컬레이터 1,B2-B1,4호선연결통로,보수중,ES
150,서울역(1),승강기)에스컬레이터 2,B1-B2,하행 2-3,보수중,ES
150,서울역(1),승강기)에스컬레이터 3,B2-B1,상행 9-3,보수중,ES
150,서울역(1),승강기)에스컬레이터 4,B1-F1,4번 출구측,보수중,ES
150,서울역(1),승강기)에스컬레이터 5,F1-B1,4번 출구측,보수중,ES
151,시청(1),승강기)에스컬레이터 1,F1-B1,5번 출구측,보수중,ES
151,시청(1),승강기)에스컬레이터 2,B1-F1,5번 출구측,사용가능,ES
151,시청(1),승강기)에스컬레이터 3,B1-F1,1번 출구측,사용가능,ES
152,종각,승강기)에스컬레이터 1,F1-B1,1번 출구측,사용가능,ES
152,종각,승강기)에스컬레이터 2,B1-F1,1번 출구측,사용가능,ES
153,종로3가(1),승강기)에스컬레이터 1,F1-B1,1번 출구측,보수중,ES
153,종로3가(1),승강기)에스컬레이터 2,B1-F1,1번 출구측,사용가능,ES
153,종로3가(1),승강기)에스컬레이터 3,F1-B1,14번 출구측,보수중,ES
153,종로3가(1),승강기)에스컬레이터 4,B1-F1,14번 출구측,보수중,ES
155,동대문(1),승강기)에스컬레이터 1,B1-F1,1번 출구측,사용가능,ES
157,제기동,승강기)에스컬레이터 1,F1-B1,2번 출구측,사용가능,ES
157,제기동,승강기)에스컬레이터 2,B1-F1,2번 출구측,사용가능,ES
158,청량리(1),승강기)에스컬레이터 1,F1-B1,6번 출입구,사용가능,ES
158,청량리(1),승강기)에스컬레이터 2,B1-F1,6번 출입구,사용가능,ES
158,청량리(1),승강기)에스컬레이터 3,F1-B1,2번 출구측,사용가능,ES
158,청량리(1),승강기)에스컬레이터 4,B1-F1,2번 출구측,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 1,B2-B3,청량리방향9-1,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 10,B1-F1,2번 출입구,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 11,F1-B1,3번 출입구,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 12,B1-F1,3번 출입구,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 2,B3-B2,청량리방향9-1,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 3,B1-B2,청량리방향6-2,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 4,B2-B1,시청방향 5-4,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 5,B1-B2,시청방향 2-4,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 6,B2-B1,시청방향 2-4,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 7,F1-B1,1번 출입구,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 8,B1-F1,1번 출입구,사용가능,ES
159,동묘앞(1),승강기)에스컬레이터 9,F1-B1,2번 출입구,사용가능,ES
201,시청(2),승강기)에스컬레이터 3,연결통로,서울역방향,보수중,ES
201,시청(2),승강기)에스컬레이터 4,연결통로,서울역방향,보수중,ES
201,시청(2),승강기)에스컬레이터 5,연결통로,내부화장실근접,사용가능,ES
201,시청(2),승강기)에스컬레이터 6,연결통로,내부화장실근접,보수중,ES
202,을지로입구,승강기)에스컬레이터 1,F1-B1,8번 출구측,사용가능,ES
202,을지로입구,승강기)에스컬레이터 2,B1-F1,8번 출구측,보수중,ES
202,을지로입구,승강기)에스컬레이터 3,F1-B1,1번 출구측,사용가능,ES
202,을지로입구,승강기)에스컬레이터 4,연결통로,1번 출구측,보수중,ES
202,을지로입구,승강기)에스컬레이터 5,연결통로,1번 출구측,사용가능,ES
202,을지로입구,승강기)에스컬레이터 6,B1-F1,1번 출구측,사용가능,ES
204,을지로4가(2),승강기)에스컬레이터 1,F1-B1,5번 출구측,사용가능,ES
204,을지로4가(2),승강기)에스컬레이터 2,B1-F1,5번 출구측,사용가능,ES
205,동대문역사문화공원(2),승강기)에스컬레이터 1,F1-B1,3번 출입구,사용가능,ES
205,동대문역사문화공원(2),승강기)에스컬레이터 2,B1-F1,3번 출입구,사용가능,ES
206,신당(2),승강기)에스컬레이터 1,F1-B1,3번 출구측,사용가능,ES
206,신당(2),승강기)에스컬레이터 2,B1-F1,3번 출구측,사용가능,ES
207,상왕십리,승강기)에스컬레이터 1,F1-B1,1번 출구측,사용가능,ES
207,상왕십리,승강기)에스컬레이터 2,B1-F1,1번 출구측,사용가능,ES
207,상왕십리,승강기)에스컬레이터 3,B1-B2,1번 출구측,사용가능,ES
207,상왕십리,승강기)에스컬레이터 4,B2-B1,1번 출구측,사용가능,ES
207,상왕십리,승강기)에스컬레이터 5,B1-F1,1-1번 출구측,사용가능,ES
207,상왕십리,승강기)에스컬레이터 6,B1-F1,1-1번 출구측,사용가능,ES
207,상왕십리,승강기)에스컬레이터 7,B1-B2,1-1번 출구측,사용가능,ES
207,상왕십리,승강기)에스컬레이터 8,B1-B2,1-1번 출구측,사용가능,ES
208,왕십리(2),승강기)에스컬레이터 1,F1-B1,3번 출입구,사용가능,ES
208,왕십리(2),승강기)에스컬레이터 2,B1-F1,3번 출입구,사용가능,ES
208,왕십리(2),승강기)에스컬레이터 3,환승통로,외선 7-7,보수중,ES
208,왕십리(2),승강기)에스컬레이터 4,환승통로,외선 7-1,사용가능,ES
208,왕십리(2),승강기)에스컬레이터 5,환승통로,내선 2-3,사용가능,ES
208,왕십리(2),승강기)에스컬레이터 6,환승통로,내선 2-3,사용가능,ES
208,왕십리(2),승강기)에스컬레이터 7,환승통로,내선 3-1,사용가능,ES
208,왕십리(2),승강기)에스컬레이터 8,환승통로,내선 3-1,사용가능,ES
209,한양대,승강기)에스컬레이터 1,지상-F2,1번 출구측,보수중,ES
209,한양대,승강기)에스컬레이터 2,F2-지상,2번 출구측,사용가능,ES
210,뚝섬,승강기)에스컬레이터 1,지상-F2,5번 출구측,사용가능,ES
210,뚝섬,승강기)에스컬레이터 2,F2-지상,5번 출구측,보수중,ES
210,뚝섬,승강기)에스컬레이터 3,지상-F2,2번 출구측,사용가능,ES
210,뚝섬,승강기)에스컬레이터 4,F2-지상,2번 출구측,사용가능,ES
210,뚝섬,승강기)에스컬레이터 5,지상-F2,8번 출구측,사용가능,ES
210,뚝섬,승강기)에스컬레이터 6,F2-지상,8번 출구측,사용가능,ES
210,뚝섬,승강기)에스컬레이터 7,지상-F2,3번 출구측,사용가능,ES
210,뚝섬,승강기)에스컬레이터 8,F2-지상,3번 출구측,사용가능,ES
211,성수,승강기)에스컬레이터 1,지상-F2,1번 출구측,사용가능,ES
211,성수,승강기)에스컬레이터 2,F2-지상,1번 출구측,사용가능,ES
211,성수,승강기)에스컬레이터 3,지상-F2,2번 출구측,사용가능,ES
211,성수,승강기)에스컬레이터 4,F2-지상,2번 출구측,사용가능,ES
211,성수,승강기)에스컬레이터 5,F2-지상,3번 출구측,사용가능,ES
211,성수,승강기)에스컬레이터 6,지상-F2,3번 출구측,사용가능,ES
211,성수,승강기)에스컬레이터 7,F2-지상,4번 출구측,사용가능,ES
211,성수,승강기)에스컬레이터 8,지상-F2,4번 출구측,보수중,ES
212,건대입구(2),승강기)에스컬레이터 1,F2-F1,6번 출입구,보수중,ES
212,건대입구(2),승강기)에스컬레이터 2,F1-F2,6번 출입구,보수중,ES
213,구의,승강기)에스컬레이터 1,F2-F1,1번 출입구,사용가능,ES
213,구의,승강기)에스컬레이터 2,F1-F2,1번 출입구,사용가능,ES
213,구의,승강기)에스컬레이터 3,지상-F2,4번 출구측,보수중,ES
213,구의,승강기)에스컬레이터 4,F2-지상,4번 출구측,사용가능,ES
213,구의,승강기)에스컬레이터 5,F1-F2,2번 출구측,사용가능,ES
213,구의,승강기)에스컬레이터 6,F1-F2,2번 출구측,사용가능,ES
214,강변,승강기)에스컬레이터 1,F1-B2,내부,사용가능,ES
214,강변,승강기)에스컬레이터 2,F2-F3,내부,사용가능,ES
215,잠실나루,승강기)에스컬레이터 1,F3-지상,내부,사용가능,ES
215,잠실나루,승강기)에스컬레이터 2,지상-F2,내부,사용가능,ES
215,잠실나루,승강기)에스컬레이터 3,F2-F3,2번 출구측,보수중,ES
215,잠실나루,승강기)에스컬레이터 4,F2-F3,2번 출구측,사용가능,ES
216,잠실(2),승강기)에스컬레이터 1,F1-B1,5번 출입구,보수중,ES
216,잠실(2),승강기)에스컬레이터 2,B1-F1,5번 출입구,사용가능,ES
216,잠실(2),승강기)에스컬레이터 3,F1-B1,1번 출입구,사용가능,ES
216,잠실(2),승강기)에스컬레이터 4,B1-F1,1번 출입구,보수중,ES
216,잠실(2),승강기)에스컬레이터 5,F1-B1,2번 출입구,사용가능,ES
216,잠실(2),승강기)에스컬레이터 6,B1-F1,2번 출입구,사용가능,ES
217,잠실새내,승강기)에스컬레이터 1,B1-F1,1번 출구측,사용가능,ES
217,잠실새내,승강기)에스컬레이터 10,F1-B1,8번 출구측,사용가능,ES
217,잠실새내,승강기)에스컬레이터 11,B1-F1,8번 출구측,사용가능,ES
217,잠실새내,승강기)에스컬레이터 2,F1-B1,2번 출구측,사용가능,ES
217,잠실새내,승강기)에스컬레이터 3,B1-F1,2번 출구측,사용가능,ES
217,잠실새내,승강기)에스컬레이터 4,F1-B1,5번 출구측,사용가능,ES
217,잠실새내,승강기)에스컬레이터 5,B1-F1,5번 출구측,사용가능,ES
217,잠실새내,승강기)에스컬레이터 6,F1-B1,6번 출구측,사용가능,ES
217,잠실새내,승강기)에스컬레이터 7,B1-F1,6번 출구측,사용가능,ES
217,잠실새내,승강기)에스컬레이터 8,F1-B1,7번 출구측,사용가능,ES
217,잠실새내,승강기)에스컬레이터 9,B1-F1,7번 출구측,보수중,ES
218,종합운동장(2),승강기)에스컬레이터 1,F1-B1,4번 출구측,사용가능,ES
218,종합운동장(2),승강기)에스컬레이터 2,B1-F1,4번 출구측,사용가능,ES
218,종합운동장(2),승강기)에스컬레이터 3,B1-F1,8번 출구측,사용가능,ES
218,종합운동장(2),승강기)에스컬레이터 4,F1-B1,1번 출구측,사용가능,ES
218,종합운동장(2),승강기)에스컬레이터 5,B1-F1,1번 출구측,사용가능,ES
219,삼성,승강기)에스컬레이터 1,F1-B1,3번 출입구,사용가능,ES
219,삼성,승강기)에스컬레이터 2,B1-F1,3번 출입구,사용가능,ES
219,삼성,승강기)에스컬레이터 3,F1-B1,7번 출입구,보수중,ES
219,삼성,승강기)에스컬레이터 4,B1-F1,7번 출입구,사용가능,ES
220,선릉(2),승강기)에스컬레이터 1,F1-B1,4번 출입구,보수중,ES
220,선릉(2),승강기)에스컬레이터 2,B1-F1,4번 출입구,사용가능,ES
221,역삼,승강기)에스컬레이터 1,F1-B1,외부,사용가능,ES
221,역삼,승강기)에스컬레이터 10,B1-F1,3번 출입구,사용가능,ES
221,역삼,승강기)에스컬레이터 11,F1-B1,4번 출입구,사용가능,ES
221,역삼,승강기)에스컬레이터 12,B1-F1,4번 출입구,사용가능,ES
221,역삼,승강기)에스컬레이터 13,F1-B1,2번 출입구,보수중,ES
221,역삼,승강기)에스컬레이터 14,B1-F1,2번 출입구,사용가능,ES
221,역삼,승강기)에스컬레이터 2,B1-F1,외부,사용가능,ES
221,역삼,승강기)에스컬레이터 3,F1-B1,외부,사용가능,ES
221,역삼,승강기)에스컬레이터 4,B1-F1,외부,보수중,ES
221,역삼,승강기)에스컬레이터 5,F1-B1,12번 출입구,사용가능,ES
221,역삼,승강기)에스컬레이터 6,B1-F1,12번 출입구,사용가능,ES
221,역삼,승강기)에스컬레이터 7,F1-B1,5~8번 출입구,사용가능,ES
221,역삼,승강기)에스컬레이터 8,B1-F1,5~8번 출입구,사용가능,ES
221,역삼,승강기)에스컬레이터 9,F1-B1,3번 출입구,보수중,ES
223,교대(2),승강기)에스컬레이터 1,F1-B1,6번 출입구,사용가능,ES
223,교대(2),승강기)에스컬레이터 2,B1-F1,6번 출입구,보수중,ES
224,서초,승강기)에스컬레이터 1,F1-B1,6번 출입구,사용가능,ES
224,서초,승강기)에스컬레이터 2,B1-F1,6번 출입구,보수중,ES
224,서초,승강기)에스컬레이터 3,F1-B1,3번 출구측,보수중,ES
224,서초,승강기)에스컬레이터 4,B1-F1,3번 출구측,보수중,ES
224,서초,승강기)에스컬레이터 5,F1-B1,4번 출구측,보수중,ES
224,서초,승강기)에스컬레이터 6,B1-F1,4번 출구측,보수중,ES
224,서초,승강기)에스컬레이터 7,F1-B1,3번 출구측,보수중,ES
224,서초,승강기)에스컬레이터 8,B1-F1,3번 출구측,보수중,ES
225,방배,승강기)에스컬레이터 1,F1-B1,4번 출구측,사용가능,ES
225,방배,승강기)에스컬레이터 2,B1-F1,4번 출구측,사용가능,ES
226,사당(2),승강기)에스컬레이터 1,B1-B2,외선 3-3,사용가능,ES
226,사당(2),승강기)에스컬레이터 10,B1-F1,14번 출구측,사용가능,ES
226,사당(2),승강기)에스컬레이터 11,F1-B1,5번 출구측,보수중,ES
226,사당(2),승강기)에스컬레이터 12,B1-F1,5번 출구측,사용가능,ES
226,사당(2),승강기)에스컬레이터 2,B2-B1,외선 3-3,사용가능,ES
226,사당(2),승강기)에스컬레이터 3,B1-B2,외선 8-1,사용가능,ES
226,사당(2),승강기)에스컬레이터 4,B2-B1,외선 8-1,사용가능,ES
226,사당(2),승강기)에스컬레이터 5,B1-B2,내선 3-3,사용가능,ES
226,사당(2),승강기)에스컬레이터 6,B2-B1,내선 3-3,사용가능,ES
226,사당(2),승강기)에스컬레이터 7,B1-B2,내선 8-1,사용가능,ES
226,사당(2),승강기)에스컬레이터 8,B2-B1,내선 8-1,사용가능,ES
226,사당(2),승강기)에스컬레이터 9,F1-B1,14번 출구측,사용가능,ES
227,낙성대,승강기)에스컬레이터 1,F1-B1,4번 출입구,사용가능,ES
227,낙성대,승강기)에스컬레이터 2,B1-F1,4번 출입구,보수중,ES
227,낙성대,승강기)에스컬레이터 3,F1-B1,1번 출구측,사용가능,ES
227,낙성대,승강기)에스컬레이터 4,B1-F1,1번 출구측,사용가능,ES
227,낙성대,승강기)에스컬레이터 5,F1-B1,5번 출구측,사용가능,ES
227,낙성대,승강기)에스컬레이터 6,B1-F1,5번 출구측,사용가능,ES
227,낙성대,승강기)에스컬레이터 7,B1-F1,8번 출구측,보수중,ES
227,낙성대,승강기)에스컬레이터 8,F1-B1,8번 출구측,사용가능,ES
228,서울대입구,승강기)에스컬레이터 1,B2-B1,내선 9-1,사용가능,ES
228,서울대입구,승강기)에스컬레이터 2,B1-B2,내선 6-1,사용가능,ES
228,서울대입구,승강기)에스컬레이터 3,B2-B1,외선 5-3,사용가능,ES
228,서울대입구,승강기)에스컬레이터 4,B1-B2,외선 9-1,사용가능,ES
228,서울대입구,승강기)에스컬레이터 5,F1-B1,3번 출구측,보수중,ES
228,서울대입구,승강기)에스컬레이터 6,B1-F1,3번 출구측,사용가능,ES
228,서울대입구,승강기)에스컬레이터 7,F1-B1,4번 출구측,사용가능,ES
228,서울대입구,승강기)에스컬레이터 8,B1-F1,4번 출구측,보수중,ES
229,봉천,승강기)에스컬레이터,F1-B1,4번 출입구,보수중,ES
229,봉천,승강기)에스컬레이터,B1-F1,4번 출입구,사용가능,ES
229,봉천,승강기)에스컬레이터 1,F1-B1,외선 5-3,사용가능,ES
229,봉천,승강기)에스컬레이터 2,B1-F1,외선 6-2,사용가능,ES
229,봉천,승강기)에스컬레이터 3,F1-B1,3번 출구측,사용가능,ES
229,봉천,승강기)에스컬레이터 4,B1-F1,3번 출구측,사용가능,ES
229,봉천,승강기)에스컬레이터 5,F1-B1,6번 출구측,보수중,ES
229,봉천,승강기)에스컬레이터 6,B1-F1,6번 출구측,보수중,ES
229,봉천,승강기)에스컬레이터 7,F1-B1,4번출구 하행,사용가능,ES
229,봉천,승강기)에스컬레이터 8,B1-F1,4번출구 상행,사용가능,ES
230,신림,승강기)에스컬레이터 1,B1-F1,7번 출구측,공사중,ES
230,신림,승강기)에스컬레이터 2,B1-F1,2번 출구측,사용가능,ES
230,신림,승강기)에스컬레이터 3,F1-B1,2번 출구측,사용가능,ES
230,신림,승강기)에스컬레이터 4,B1-F1,4번 출구측,사용가능,ES
230,신림,승강기)에스컬레이터 5,F1-B1,4번 출구측,사용가능,ES
231,신대방,승강기)에스컬레이터 1,F3-F2,내선 3-4,보수중,ES
231,신대방,승강기)에스컬레이터 2,F2-F3,내선 3-4,사용가능,ES
231,신대방,승강기)에스컬레이터 3,F3-F2,내선 8-3,사용가능,ES
231,신대방,승강기)에스컬레이터 4,F2-F3,내선 8-3,보수중,ES
231,신대방,승강기)에스컬레이터 5,F3-F2,외선 3-1,사용가능,ES
231,신대방,승강기)에스컬레이터 6,F2-F3,외선 3-1,사용가능,ES
231,신대방,승강기)에스컬레이터 7,F3-F2,외선 7-1,사용가능,ES
231,신대방,승강기)에스컬레이터 8,F2-F3,외선 7-1,사용가능,ES
232,구로디지털단지,승강기)에스컬레이터 1,F1-F2,2번 출구측,사용가능,ES
232,구로디지털단지,승강기)에스컬레이터 2,F2-F1,3번 출구측,보수중,ES
232,구로디지털단지,승강기)에스컬레이터 3,F2-F1,5번 출구측,사용가능,ES
232,구로디지털단지,승강기)에스컬레이터 4,F1-F2,5번 출구측,사용가능,ES
233,대림(2),승강기)에스컬레이터 1,F2-F1,1번 출구측,사용가능,ES
233,대림(2),승강기)에스컬레이터 2,F1-F2,1번 출구측,보수중,ES
233,대림(2),승강기)에스컬레이터 3,F2-F1,8번 출구측,사용가능,ES
233,대림(2),승강기)에스컬레이터 4,F1-F2,8번 출구측,사용가능,ES
233,대림(2),승강기)에스컬레이터 5,F2-F1,5번 출구측,사용가능,ES
233,대림(2),승강기)에스컬레이터 6,F1-F2,5번 출구측,사용가능,ES
234,신도림(2),승강기)에스컬레이터 1,B3-B2,내부,보수중,ES
234,신도림(2),승강기)에스컬레이터 2,B3-B2,내부,사용가능,ES
234,신도림(2),승강기)에스컬레이터 3,B3-B2,내부,사용가능,ES
234,신도림(2),승강기)에스컬레이터 4,B3-B2,내부,사용가능,ES
234,신도림(2),승강기)에스컬레이터 5,B2-B3,내부,사용가능,ES
234,신도림(2),승강기)에스컬레이터 6,B3-B2,내부,사용가능,ES
234,신도림(2),승강기)에스컬레이터 7,B2-B3,내부,사용가능,ES
234,신도림(2),승강기)에스컬레이터 8,B3-B2,내부,사용가능,ES
234,신도림(2),승강기)에스컬레이터 9,B2-B3,내부,사용가능,ES
235,문래,승강기)에스컬레이터 1,F1-B1,1번 출구측,사용가능,ES
235,문래,승강기)에스컬레이터 2,B1-F1,1번 출구측,사용가능,ES
235,문래,승강기)에스컬레이터 3,F1-B1,2번 출구측,사용가능,ES
235,문래,승강기)에스컬레이터 4,B1-F1,2번 출구측,사용가능,ES
236,영등포구청(2),승강기)에스컬레이터 1,F1-B1,1번 출입구,보수중,ES
236,영등포구청(2),승강기)에스컬레이터 2,B1-F1,1번 출입구,보수중,ES
237,당산(2),승강기)에스컬레이터 1,B2-F1,3번 출구측,사용가능,ES
238,합정(2),승강기)에스컬레이터 1,B3-B2,내부,사용가능,ES
238,합정(2),승강기)에스컬레이터 2,B3-B2,내부,사용가능,ES
238,합정(2),승강기)에스컬레이터 3,F1-B2,2번 출입구,보수중,ES
238,합정(2),승강기)에스컬레이터 4,B2-F1,2번 출입구,사용가능,ES
239,홍대입구(2),승강기)에스컬레이터 1,B2-B3,내선 7-3,사용가능,ES
239,홍대입구(2),승강기)에스컬레이터 2,B3-B2,외선 4-1,사용가능,ES
239,홍대입구(2),승강기)에스컬레이터 3,F1-B2,2번 출구측,보수중,ES
239,홍대입구(2),승강기)에스컬레이터 4,B2-F1,2번 출구측,사용가능,ES
239,홍대입구(2),승강기)에스컬레이터 5,B2-B3,1번 출구측,보수중,ES
239,홍대입구(2),승강기)에스컬레이터 6,B3-B2,1번 출구측,사용가능,ES
239,홍대입구(2),승강기)에스컬레이터 7,F1-B2,1번 출구측,사용가능,ES
239,홍대입구(2),승강기)에스컬레이터 8,B2-F1,1번 출구측,사용가능,ES
240,신촌,승강기)에스컬레이터 1,F1-B1,7번 출구측,사용가능,ES
240,신촌,승강기)에스컬레이터 2,B1-F1,7번 출구측,사용가능,ES
240,신촌,승강기)에스컬레이터 3,F1-B1,6번 출구측,사용가능,ES
240,신촌,승강기)에스컬레이터 4,B1-F1,6번 출구측,사용가능,ES
241,이대,승강기)에스컬레이터 1,B2-B3,내선 9-3,사용가능,ES
241,이대,승강기)에스컬레이터 2,B3-B2,외선 2-2,사용가능,ES
241,이대,승강기)에스컬레이터 3,B2-B3,내선 2-2,보수중,ES
241,이대,승강기)에스컬레이터 4,B3-B2,외선 9-3,사용가능,ES
242,아현,승강기)에스컬레이터 1,F1-B1,1번 출구측,사용가능,ES
242,아현,승강기)에스컬레이터 2,B1-F1,1번 출구측,사용가능,ES
243,충정로(2),승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
243,충정로(2),승강기)에스컬레이터 2,B3-B2,내부,보수중,ES
243,충정로(2),승강기)에스컬레이터 3,B1-B2,내부,사용가능,ES
243,충정로(2),승강기)에스컬레이터 4,B2-B1,내부,사용가능,ES
248,양천구청,승강기)에스컬레이터 1,F1-B1,1번 출구측,사용가능,ES
248,양천구청,승강기)에스컬레이터 2,B1-F1,1번 출구측,보수중,ES
249,신정네거리,승강기)에스컬레이터 1,F1-B1,1번 출구측,보수중,ES
249,신정네거리,승강기)에스컬레이터 2,B1-F1,1번 출구측,사용가능,ES
249,신정네거리,승강기)에스컬레이터 3,F1-B1,2번 출구측,사용가능,ES
249,신정네거리,승강기)에스컬레이터 4,B1-F1,2번 출구측,사용가능,ES
250,용두,승강기)에스컬레이터 1,B3-B2,신설동방향2-4,사용가능,ES
250,용두,승강기)에스컬레이터 10,B2-F1,4번 출입구,사용가능,ES
250,용두,승강기)에스컬레이터 11,F1-B2,5번 출입구,사용가능,ES
250,용두,승강기)에스컬레이터 12,B2-F1,5번 출입구,사용가능,ES
250,용두,승강기)에스컬레이터 2,B3-B2,성수방향 3-1,보수중,ES
250,용두,승강기)에스컬레이터 3,F1-B2,1번 출입구,사용가능,ES
250,용두,승강기)에스컬레이터 4,B2-F1,1번 출입구,사용가능,ES
250,용두,승강기)에스컬레이터 5,F1-B2,2번 출입구,사용가능,ES
250,용두,승강기)에스컬레이터 6,B2-F1,2번 출입구,사용가능,ES
250,용두,승강기)에스컬레이터 7,F1-B2,3번 출입구,사용가능,ES
250,용두,승강기)에스컬레이터 8,B2-F1,3번 출입구,사용가능,ES
250,용두,승강기)에스컬레이터 9,F1-B2,4번 출입구,사용가능,ES
310,구파발,승강기)에스컬레이터 1,F1-B1,3번 출구측,사용가능,ES
310,구파발,승강기)에스컬레이터 2,B1-F1,3번 출구측,사용가능,ES
310,구파발,승강기)에스컬레이터 3,B1-F1,2번 출구측,사용가능,ES
310,구파발,승강기)에스컬레이터 4,F1-B1,2번 출구측,사용가능,ES
310,구파발,승강기)에스컬레이터 5,B1-F1,건물측관리,사용가능,ES
310,구파발,승강기)에스컬레이터 6,F1-B1,건물측관리,사용가능,ES
311,연신내(3),승강기)에스컬레이터 1,F1-B1,2번 출입구,사용가능,ES
311,연신내(3),승강기)에스컬레이터 2,B1-F1,2번 출입구,사용가능,ES
311,연신내(3),승강기)에스컬레이터 3,F1-B1,4번 출입구,사용가능,ES
311,연신내(3),승강기)에스컬레이터 4,B1-F1,4번 출입구,사용가능,ES
312,불광(3),승강기)에스컬레이터 1,F1-B1,5번 출입구,사용가능,ES
312,불광(3),승강기)에스컬레이터 2,B1-F1,5번 출입구,사용가능,ES
313,녹번,승강기)에스컬레이터 1,지상-B1,1번 출구측,사용가능,ES
313,녹번,승강기)에스컬레이터 2,B1-지상,1번 출구측,사용가능,ES
313,녹번,승강기)에스컬레이터 3,,1번출구,사용가능,ES
316,독립문,승강기)에스컬레이터 1,B2-B3,하행 7-1,사용가능,ES
316,독립문,승강기)에스컬레이터 2,B2-B3,하행 4-1,사용가능,ES
316,독립문,승강기)에스컬레이터 3,B2-B1,내부,사용가능,ES
316,독립문,승강기)에스컬레이터 4,B1-B2,내부,사용가능,ES
316,독립문,승강기)에스컬레이터 5,F1-B1,3-1번 출구측,사용가능,ES
316,독립문,승강기)에스컬레이터 6,B1-F1,3-1번 출구측,사용가능,ES
317,경복궁,승강기)에스컬레이터 1,B2-B3,하행 9-1,사용가능,ES
317,경복궁,승강기)에스컬레이터 10,B1-F1,3-1번 출구측,사용가능,ES
317,경복궁,승강기)에스컬레이터 2,B3-B2,상행 2-4,사용가능,ES
317,경복궁,승강기)에스컬레이터 3,B3-B2,상행 8-3,사용가능,ES
317,경복궁,승강기)에스컬레이터 4,B2-B3,하행 3-2,사용가능,ES
317,경복궁,승강기)에스컬레이터 5,B1-B2,내부,사용가능,ES
317,경복궁,승강기)에스컬레이터 6,B2-B1,내부,사용가능,ES
317,경복궁,승강기)에스컬레이터 7,B1-B2,내부,사용가능,ES
317,경복궁,승강기)에스컬레이터 8,B2-B1,내부,사용가능,ES
317,경복궁,승강기)에스컬레이터 9,F1-B1,3-1번 출구측,사용가능,ES
318,안국,승강기)에스컬레이터 1,B3-B4,내부,사용가능,ES
318,안국,승강기)에스컬레이터 10,B1-F1,5번 출구측,보수중,ES
318,안국,승강기)에스컬레이터 2,B4-B3,내부,사용가능,ES
318,안국,승강기)에스컬레이터 3,B3-B4,내부,사용가능,ES
318,안국,승강기)에스컬레이터 4,B4-B3,내부,사용가능,ES
318,안국,승강기)에스컬레이터 5,B2-B3,내부,사용가능,ES
318,안국,승강기)에스컬레이터 6,B3-B2,내부,사용가능,ES
318,안국,승강기)에스컬레이터 7,B2-B3,내부,사용가능,ES
318,안국,승강기)에스컬레이터 8,B3-B2,내부,사용가능,ES
318,안국,승강기)에스컬레이터 9,F1-B1,5번 출구측,사용가능,ES
319,종로3가(3),승강기)에스컬레이터 1,B2-B4,3호선 연결통로,사용가능,ES
319,종로3가(3),승강기)에스컬레이터 2,B4-B2,1호선 연결통로,보수중,ES
319,종로3가(3),승강기)에스컬레이터 3,B1-B3,35연결통로,사용가능,ES
319,종로3가(3),승강기)에스컬레이터 4,B3-B1,35연결통로,사용가능,ES
319,종로3가(3),승강기)에스컬레이터 5,B1-B3,3호선 연결통로,사용가능,ES
319,종로3가(3),승강기)에스컬레이터 6,B3-B1,2-1 출구측,보수중,ES
320,을지로3가(3),승강기)에스컬레이터 1,B3-B2,승강장 7-2,사용가능,ES
320,을지로3가(3),승강기)에스컬레이터 2,B3-B2,승강장 4-4,사용가능,ES
322,동대입구,승강기)에스컬레이터 1,F2-F1,6번 출입구,사용가능,ES
322,동대입구,승강기)에스컬레이터 2,F1-F2,6번 출입구,사용가능,ES
322,동대입구,승강기)에스컬레이터 3,F1-B1,5번 출구측,사용가능,ES
322,동대입구,승강기)에스컬레이터 4,B1-F1,5번 출구측,사용가능,ES
323,약수(3),승강기)에스컬레이터 1,F1-B1,5번 출입구,사용가능,ES
323,약수(3),승강기)에스컬레이터 2,B1-F1,5번 출입구,사용가능,ES
324,금호,승강기)에스컬레이터 1,F1-B1,2번 출구측,보수중,ES
324,금호,승강기)에스컬레이터 2,B1-F1,2번 출구측,사용가능,ES
324,금호,승강기)에스컬레이터 3,F1-B1,3번 출구측,사용가능,ES
324,금호,승강기)에스컬레이터 4,B1-F1,3번 출구측,사용가능,ES
325,옥수(3),승강기)에스컬레이터 1,F2-F1,4번 출구측,사용가능,ES
325,옥수(3),승강기)에스컬레이터 2,F1-F2,4번 출구측,사용가능,ES
325,옥수(3),승강기)에스컬레이터 3,F1-F2,3번 출구측,사용가능,ES
325,옥수(3),승강기)에스컬레이터 4,F2-F1,3번 출구측,사용가능,ES
